rowid;inst_name_full;country.name;year;region;inst_type;mfiname;asofdate;inst_num;year_founded;permfi;mfiid;diamonds;assets;numborrs;numborrsind;numborrsgrp;numborrsshg;numloans;numloansind;numloansgrp;numloansshg;loanport;loanportind;loanportgrp;loanportshg;avgbalnc;avgbalncpinc;avgloanpbpinc;oss;frpa;fepa;oepa;cpb;cpl;par30;par90;writeoffratio;loanlossrate;maxdiamonds;regular_case;log_par30;log_par90;age;share_grp;log_avg_loan;log_ass_loan;log_numborrs;wdi_gdpgrowth;wdi_rural;wdi_laborforce;wdi_fdi;wdi_manufac;wdi_agricul;wdi_remittances;wdi_gini;wdi_inflation;wdi_privcredit;wdi_bankdens;wdi_atmdens;db_getcredit;db_enfcontract;db_registprop;wgi_cor;wgi_eff;wgi_reg;wgi_acc;wgi_law;wgi_sta;wdi_gdp;wdi_gdp_sq;swiid_gini;hdi;hdi_sq;efi_score;fgi_econ;fgi_ineq;cooperation;coop_srvy_years
1515;MCC Mol-Bulak;Kyrgyzstan;2013;Eastern Europe and Central Asia;NBFI;Mol Bulak Finance;2013-12-31;553;2005;1;102015;4;73081729,97;114225;0;0;0;122431;229;122202;0;59395581,93;835450,360;58560131,55000;0,00;485,14;0,5014;0,5375;1,4691;0,4010;0,0574;0,1930;114,8647;105,9505;0,038200;0,029300;0,0199;0,0213;4;TRUE;-3,26491976336960699;-3,5301677629591155;8;9,85934132929540e-01;6,18442751831654;2,07358558187010e-01;11,64592546643147;8,73578927271693928;64,48300000000000;65,625;8,343757297852379;15,76808892221330;14,637872549781200;31,0564355165100991;28,8;6,6137520235808598;15,66249446872850;7,849757162335500;20,6466281633132986;87,5;56,8;93,1;-1,16199910640716997;-0,649237751960753950;-0,325828105211257990;-0,538261115550994984;-1,11489605903625000;-0,911773800849914995;4631,40326661448;21449896,21800728;33,4;0,682;0,465124;59,60000000;7,6;7,0;8,42046325750600;"2003; 2011; 2020"
1516;MCO A-Invest;Kazakhstan;2008;Eastern Europe and Central Asia;NBFI;A-invest;2008-12-31;1;2003;1;100232;4;1600578,00;363;338;25;0;363;338;25;0;1396845,18;1388508,140;8337,86000;0,00;3848,06;0,6267;0,6267;1,0397;0,3159;0,1401;0,1740;649,3842;649,3842;0,035500;0,030100;0,0000;0,0000;4;TRUE;-3,33822258250076720;-3,5032301072273069;5;5,96847819598733e-03;8,25532397464035;1,36148563069739e-01;5,89440283426485;1,38323631640471989;43,31800000000000;77,824;12,603932459159600;11,77388969851660;5,315803246552190;0,0941014914670833;28,5;17,1398997772069990;49,64742318422452;3,467692236645650;51,9653687578100971;37,5;67,7;73,3;-0,98064148426055897;-0,523493051528930997;-0,294380694627762007;-1,092260360717770107;-0,92638599872589100;0,626638472080231046;19770,21664815410;390861466,31494951;28,9;0,758;0,574564;61,11223490;6,0;6,5;8,02222333768611;"2011; 2018"
1517;MCO Moldir;Kazakhstan;2010;Eastern Europe and Central Asia;NBFI;Moldir;2010-12-31;554;2003;1;102284;4;223181,32;114;0;0;0;114;101;13;0;199164,53;194427,600;4736,93000;0,00;1747,06;0,2074;0,2074;0,9430;0,5794;0,0122;0,6031;1138,5580;NA;0,013200;0,004200;0,0856;0,0168;4;TRUE;-4,32753844938981214;-5,4726707536928147;7;2,37840041095670e-02;7,46568809763418;1,13853268201995e-01;4,73619844839450;5,79422511110290017;43,17300000000000;77,335;5,036306282880470;11,32131821583690;4,510527529556140;0,1523541197822530;28,0;7,4004635674211396;39,29591691193002;3,259208393139270;61,3521777965943969;43,8;67,7;85,3;-1,00106000900268999;-0,492326557636260986;-0,283094167709350975;-1,132256269454960051;-0,69563972949981701;0,522971808910369984;20751,25723994620;430614677,03841960;28,1;0,767;0,588289;61,00000000;6,7;6,2;8,02222333768611;"2011; 2018"
1518;MCO Moldir;Kazakhstan;2012;Eastern Europe and Central Asia;NBFI;Moldir;2012-12-31;554;2003;1;102284;4;267025,17;149;0;0;0;149;144;5;0;220058,79;217427,740;2631,05000;0,00;1476,90;0,1510;0,1510;1,1155;0,7307;0,0359;0,4667;1058,3100;1058,3100;0,015100;0,015100;0,2539;0,2539;4;TRUE;-4,19306053516125843;-4,1930605351612584;9;1,19561231796286e-02;7,29770371096292;1,93448185693824e-01;5,00394630594546;3,33405607044030994;43,02700000000000;77,186;6,561648211459730;11,08079904313710;4,288330156298330;0,1360513442430710;28,2;5,0979148497581797;35,88354072870579;3,288856371917510;68,5667116381453070;43,8;68,3;85,3;-0,92126578092575095;-0,524907648563385010;-0,390580028295517023;-1,176720738410949929;-0,77289903163909901;-0,408455014228821023;22702,57884067860;515407086,01722777;27,7;0,783;0,613089;63,60000000;6,5;5,6;8,02222333768611;"2011; 2018"
1519;MCO Yrys;Kazakhstan;2011;Eastern Europe and Central Asia;NBFI;Yrys;2011-12-31;722;2009;1;140945;4;20044917,48;3215;0;0;0;3215;3215;0;0;17261609,97;17261609,970;0,00000;0,00;5369,09;0,5819;0,5819;1,3563;0,0717;0,0010;0,0519;374,8531;374,8531;0,039700;0,029400;0,0000;0,0000;4;TRUE;-3,22640409128899242;-3,5267606046375013;2;0,00000000000000e+00;8,58841288011804;1,49490670523173e-01;8,07558263667172;5,87350766217400988;43,10000000000000;77,203;7,143508789835570;11,08657422148990;4,988974155757600;0,0932936450918767;28,0;8,4248876191979498;35,14403295344469;3,323817308299240;64,7984576209297956;43,8;67,7;85,3;-0,99668490886688199;-0,510849118232727051;-0,235385775566100991;-1,121369481086730069;-0,64163380861282304;-0,338570564985274991;21970,08392393190;482684587,62461090;27,9;0,775;0,600625;62,10000000;6,2;5,9;8,02222333768611;"2011; 2018"
1520;MCO Yrys;Kazakhstan;2012;Eastern Europe and Central Asia;NBFI;Yrys;2012-12-31;722;2009;1;140945;4;31124368,52;3696;0;0;0;3696;3696;0;0;26224282,11;26224282,110;0,00000;0,00;7095,31;0,7690;0,7690;1,5927;0,0664;0,0075;0,0343;253,6802;253,6802;0,020000;0,018700;0,0000;0,0000;4;TRUE;-3,91202300542814596;-3,9792317551215959;3;0,00000000000000e+00;8,86718990484918;1,71305286418523e-01;8,21500643276157;3,33405607044030994;43,02700000000000;77,186;6,561648211459730;11,08079904313710;4,288330156298330;0,1360513442430710;28,2;5,0979148497581797;35,88354072870579;3,288856371917510;68,5667116381453070;43,8;68,3;85,3;-0,92126578092575095;-0,524907648563385010;-0,390580028295517023;-1,176720738410949929;-0,77289903163909901;-0,408455014228821023;22702,57884067860;515407086,01722777;27,7;0,783;0,613089;63,60000000;6,5;5,6;8,02222333768611;"2011; 2018"
1521;MCO Yrys;Kazakhstan;2013;Eastern Europe and Central Asia;NBFI;Yrys;2013-12-31;722;2009;1;140945;1;35339014,08;3820;0;0;0;3820;3820;0;0;33030345,47;33030345,470;0,00000;0,00;8646,69;0,9372;0,9372;1,5899;0,0703;0,0141;0,0302;266,7003;266,7003;0,018800;0,012100;0,0000;0,0000;4;TRUE;-3,97389840914623349;-4,4145498263794414;4;0,00000000000000e+00;9,06493155499110;6,75608697425190e-02;8,24800570160062;4,48511703481149038;42,95400000000000;77,258;4,230698009816900;10,63497383433310;4,503545569627110;0,1442755792269190;27,1;5,8464091732045897;34,86671228931419;3,273856953699710;70,5531913219181064;50,0;68,3;85,3;-0,93091529607772805;-0,620747625827788974;-0,375282853841782005;-1,242598891258239968;-0,71620380878448497;-0,402473896741867010;23720,81607160340;562677115,10283816;27,5;0,792;0,627264;63,00000000;6,2;5,3;8,02222333768611;"2011; 2018"
1522;MCO Yrys;Kazakhstan;2014;Eastern Europe and Central Asia;NBFI;Yrys;2014-12-31;722;2009;1;140945;2;32378637,91;3128;0;0;0;3138;3138;0;0;28832957,41;28832957,410;0,00000;0,00;9188,32;0,7955;0,7981;1,7170;0,0721;0,0144;0,0276;268,9103;268,5239;0,073100;0,049700;0,0000;0,0000;4;TRUE;-2,61592691222640417;-3,0017503458795538;5;0,00000000000000e+00;9,12568871205256;1,15979794202090e-01;8,04814910166520;2,67672092464575018;42,88200000000000;77,294;3,300631726662180;10,31824362784830;4,329552461644730;0,1812794786760930;27,0;6,7065782909272604;33,52664210933175;3,386591724702790;72,0022249829418968;50,0;68,3;87,9;-0,82542943954467796;-0,074625477194786100;-0,239125564694404991;-1,183916449546809968;-0,60933089256286599;0,036018155515193898;24355,75611888870;593202856,12278438;27,4;0,799;0,638401;63,70000000;5,9;5,0;8,02222333768611;"2011; 2018"
1523;MDO Matin;Tajikistan;2009;Eastern Europe and Central Asia;NBFI;Matin;2009-12-31;530;2009;1;104736;3;1234013,73;195;0;0;0;195;195;0;0;741862,01;741862,010;0,00000;0,00;3804,42;5,3998;5,3998;1,1509;NA;NA;NA;NA;NA;0,000000;0,000000;NA;NA;4;TRUE;-9,90348755253612723;-9,9034875525361272;0;0,00000000000000e+00;8,24391897594074;5,08864075299241e-01;5,27299955856375;1,89716430110994994;73,48200000000000;44,374;2,993495118331430;14,40000000000000;18,552003296410302;31,4437706299247992;30,8;6,4482348106669098;22,83990141994330;5,303535103144210;3,6064038701380601;18,8;67,4;76,4;-1,22176921367644997;-1,122828722000120072;-1,064246535301210050;-1,332126021385189985;-1,27246570587158003;-1,025394558906560061;2261,42680495703;5114051,19417816;43,8;0,633;0,400689;54,57963947;7,5;7,3;8,40604166666667;2020
1524;MDO Matin;Tajikistan;2010;Eastern Europe and Central Asia;NBFI;Matin;2010-12-31;530;2009;1;104736;4;3335672,05;1017;0;0;0;1017;1017;0;0;2759572,27;2759572,270;0,00000;0,00;2713,44;3,4913;3,4913;1,4721;0,3032;0,0744;0,1154;435,0919;435,0919;0,000000;0,000000;0,0000;0,0000;4;TRUE;-9,90348755253612723;-9,9034875525361272;1;0,00000000000000e+00;7,90597385499728;1,89598480227630e-01;6,92461239604856;4,35955531806950969;73,48000000000000;44,221;1,664971582783900;14,90000000000000;19,586677513751098;35,8107063792871969;NA;6,4453144078065598;14,17053945155040;5,535101839677840;4,5437403161534498;18,8;67,4;70,0;-1,29720354080199995;-0,930016458034515048;-1,010269761085510032;-1,431077837944030096;-1,21289575099945002;-1,034538388252260077;2360,01495749678;5569670,59960853;43,8;0,636;0,404496;53,00000000;7,5;7,1;8,40604166666667;2020
1525;MDO Matin;Tajikistan;2011;Eastern Europe and Central Asia;NBFI;Matin;2011-12-31;530;2009;1;104736;4;8379886,34;3036;0;0;0;3036;3036;0;0;6735941,39;6735941,390;0,00000;0,00;2218,69;2,3612;2,3612;1,4060;0,3120;0,1187;0,0989;317,2704;285,9844;0,000700;0,000000;0,0000;0,0000;4;TRUE;-7,26443022292086926;-9,9034875525361272;2;0,00000000000000e+00;7,70467199534142;2,18376775263516e-01;8,01829613851552;5,15068740451999041;73,47900000000000;44,080;2,236542379340960;9,66276591145652;23,835509841675201;41,7381065553085975;NA;12,4315490430407998;16,03704339304960;5,830953201455600;6,7187107823000503;18,8;67,4;68,2;-1,23177170753479004;-0,956123769283295011;-0,977914988994597945;-1,380848050117490011;-1,23239934444427002;-1,023233890533449930;2481,57195065736;6158199,34628937;43,9;0,635;0,403225;53,50000000;7,4;6,8;8,40604166666667;2020
1526;MDO Matin;Tajikistan;2013;Eastern Europe and Central Asia;NBFI;Matin;2013-12-31;530;2009;1;104736;4;21385361,01;7879;0;0;0;10398;7846;0;33;14602810,48;13734482,600;0,00000;868327,88;1404,39;1,4946;1,9724;1,4113;0,3943;0,1023;0,1704;441,1455;391,8083;0,008600;0,007900;0,0028;-0,0021;4;TRUE;-4,75599307572267538;-4,8408925195091612;4;5,94630657700627e-02;7,24735580783956;3,81492614176405e-01;8,97195627124569;5,02106218524242998;73,41100000000000;43,841;3,351384753034770;9,22604111283919;21,320887846520002;43,7680543242897002;NA;5,0096464534495100;18,54142399183110;6,601327001448250;10,5467265212643007;12,5;67,4;70,7;-1,28733086585999001;-1,065713644027709961;-1,066145539283749999;-1,504126787185670056;-1,26313161849976008;-1,182374000549319959;2741,22468149227;7514312,75442240;44,0;0,656;0,430336;53,40000000;8,0;6,2;8,40604166666667;2020
1527;MFI ImerCredit Ltd. (formerly BAI);Georgia;2008;Eastern Europe and Central Asia;NBFI;ImerCredit;2008-12-31;435;2007;1;100666;4;760044,58;460;460;0;0;460;460;0;0;739515,66;739515,660;0,00000;0,00;1607,64;0,6509;0,6509;1,1883;0,3392;0,0595;0,2259;520,7905;520,7905;0,016400;0,009600;0,0000;0,0000;4;TRUE;-4,11047394415198397;-4,6459921805083466;1;0,00000000000000e+00;7,38252424789622;2,73816310575820e-02;6,13122648948314;2,73018266273584009;45,23500000000000;68,289;12,522257759464400;10,44304295173240;8,131628475116511;8,3236805861185292;38,5;9,9994876155274692;34,43633456280580;21,806581651681899;42,3117515890712994;31,3;68,7;88,0;-0,10207638144493100;0,313344359397888017;0,475642591714859009;-0,256853848695755005;-0,26294445991516102;-0,919675111770629994;9358,61458957779;87583667,03625827;41,7;0,748;0,559504;69,23396576;5,4;6,9;9,26364364576551;"2008; 2009; 2014; 2018"
1528;MFI ImerCredit Ltd. (formerly BAI);Georgia;2009;Eastern Europe and Central Asia;NBFI;ImerCredit;2009-12-31;435;2007;1;100666;3;606555,03;339;339;0;0;339;339;0;0;628532,54;628532,540;0,00000;0,00;1854,08;0,7429;0,7429;1,0495;0,4376;0,0028;0,2920;499,4162;499,4162;0,072000;0,046700;0,0000;0,0000;4;TRUE;-2,63108915996608195;-3,0640111143072857;2;0,00000000000000e+00;7,52514297235699;-3,55923427692017e-02;5,82600010738045;-2,79094025368749010;44,85000000000000;69,964;6,137372839116730;9,92827754920494;8,101301011898141;10,3244786549755005;38,2;1,7275146113791200;32,71523661137660;20,720179728373800;43,6466748907874020;37,5;68,7;96,9;-0,12203616648912401;0,305827438831329013;0,508792340755462980;-0,188876047730446001;-0,19931532442569699;-0,965524911880493053;9097,42124780979;82763073,36010104;42,2;0,753;0,567009;69,78345470;6,0;7,5;9,26364364576551;"2008; 2009; 2014; 2018"
1529;MFI ImerCredit Ltd. (formerly BAI);Georgia;2010;Eastern Europe and Central Asia;NBFI;ImerCredit;2010-12-31;435;2007;1;100666;4;1193261,02;405;0;0;0;405;405;0;0;1115168,36;1115168,360;0,00000;0,00;2753,50;1,0054;1,0054;2,5350;0,5850;0,1038;0,1270;307,2401;307,2401;0,019500;0,019300;0,0000;0,0000;4;TRUE;-3,93734081341243591;-3,9476501830712971;3;0,00000000000000e+00;7,92062887988684;6,76845231139155e-02;6,00388706710654;7,02738532732052956;44,46500000000000;71,253;7,521667765098250;9,13865161124757;8,450801041170219;9,6699081952100503;39,5;7,1101789748609798;32,32996901089370;21,211576950386799;48,2812828916240022;75,0;70,5;96,9;0,01230157725512980;0,335790485143661999;0,586639821529387984;-0,160913214087485990;-0,20598497986793499;-0,718320906162261963;9736,73209374292;94803951,86532338;42,3;0,759;0,576081;70,40000000;6,5;7,2;9,26364364576551;"2008; 2009; 2014; 2018"
1530;MFI MonteCredit DOO Podgorica (former Agroinvest Montenegro);Montenegro;2008;Eastern Europe and Central Asia;NBFI;Monte Credit;2008-12-31;555;1999;1;115228;3;73781188,89;24528;24528;0;0;24719;24719;0;0;71847530,56;71847530,560;0,00000;0,00;2906,57;0,4513;0,4548;1,2358;NA;NA;NA;NA;NA;0,019900;0,005400;NA;NA;4;TRUE;-3,91703554725169045;-5,2213563254119082;9;0,00000000000000e+00;7,97472934283907;2,65575634724920e-02;10,10757060111160;7,03262684620320044;36,52500000000000;57,578;21,454940864611000;5,13212895043134;7,440486548007110;6,5579758146375902;NA;8,7587276958879698;86,52260593130219;41,772695993655397;53,0735219629534996;62,5;49,6;67,1;-0,23952348530292500;-0,014989525079727201;-0,070495389401912703;0,235908493399620001;-0,08890463411808010;0,767700612545012984;17391,03728055140;302448177,69352871;38,1;0,800;0,640000;NA;4,0;4,3;8,93845536459407;"2001; 2008; 2019"
1531;MFI MonteCredit DOO Podgorica (former Agroinvest Montenegro);Montenegro;2009;Eastern Europe and Central Asia;NBFI;Monte Credit;2009-12-31;555;1999;1;115228;3;74589192,86;25176;25176;0;0;25336;25336;0;0;67528437,14;67528437,140;0,00000;0,00;2665,32;0,4008;0,4033;1,0057;0,1964;0,0617;0,0641;191,3853;190,0432;0,091700;0,047200;0,0504;0,0478;4;TRUE;-2,38923289971971764;-3,0533613863906273;10;0,00000000000000e+00;7,88807776986912;9,94468287636135e-02;10,13364643874424;-5,99697748606286041;36,19200000000000;57,727;37,272483492598099;4,53190268433735;8,268183892105441;7,2887946089000000;NA;3,4667237320779400;76,20727012651780;43,582085955120498;60,0508926294057019;81,3;49,6;65,0;-0,21934929490089400;-0,010964479297399500;0,029315197840332999;0,241875201463699008;-0,01655328646302220;0,817372143268584983;16348,10069024400;267260396,17835635;38,1;0,800;0,640000;58,24301417;4,6;4,6;8,93845536459407;"2001; 2008; 2019"
1532;MFI MonteCredit DOO Podgorica (former Agroinvest Montenegro);Montenegro;2010;Eastern Europe and Central Asia;NBFI;Monte Credit;2010-12-31;555;1999;1;115228;4;47771992,00;17606;0;0;0;17665;17665;0;0;36717786,67;36717786,670;0,00000;0,00;2078,56;0,3126;0,3136;0,6839;0,1916;0,0661;0,0773;220,9527;219,8274;0,174400;0,094400;0,1250;0,1118;4;TRUE;-1,74640376750725790;-2,3602142058306819;11;0,00000000000000e+00;7,63943128623520;2,63178238279888e-01;9,77599503202085;2,54625315972683008;35,86000000000000;57,620;18,301914275474800;4,55276488037144;7,678082871213310;10,0401580858162998;NA;0,6549465701484800;66,47150571023550;39,781859472080697;64,1707381434065951;81,3;49,6;65,1;-0,25389686226844799;0,133294418454170005;-0,007252726703882220;0,189805597066878995;-0,06361363083124159;0,584210991859436035;16764,36472062460;281043924,48612267;38,0;0,808;0,652864;63,60000000;4,9;4,4;8,93845536459407;"2001; 2008; 2019"
1533;MFI MonteCredit DOO Podgorica (former Agroinvest Montenegro);Montenegro;2011;Eastern Europe and Central Asia;NBFI;Monte Credit;2011-12-31;555;1999;1;115228;4;30530911,69;11268;0;0;0;11298;11298;0;0;20088054,55;20088054,550;0,00000;0,00;1778,02;0,2535;0,2542;1,1473;0,1865;0,0593;0,1078;292,3622;291,4638;0,140500;0,081700;0,1525;0,1033;4;TRUE;-1,96254779020833681;-2,5047012771161801;12;0,00000000000000e+00;7,48325489748224;4,18614331000602e-01;9,32972212899626;3,12007495624715014;35,52800000000000;57,545;12,249090711061600;4,97166578707730;8,072945781049331;11,2136830870806996;NA;3,4501431124869302;55,29410164724680;40,278680613990701;66,2006037814103934;81,3;49,6;65,1;-0,22292506694793701;0,075811013579368605;0,000100756362371612;0,207890570163727001;-0,05886179208755490;0,565341532230376975;17287,42546584680;298855079,23720849;38,1;0,811;0,657721;62,50000000;5,2;4,1;8,93845536459407;"2001; 2008; 2019"
1534;MFI MonteCredit DOO Podgorica (former Agroinvest Montenegro);Montenegro;2012;Eastern Europe and Central Asia;NBFI;Monte Credit;2012-12-31;555;1999;1;115228;3;18836702,63;7659;0;0;0;7659;7659;0;0;12514421,05;12514421,050;0,00000;0,00;1633,95;0,2354;0,2354;1,3808;0,1629;0,0333;0,1381;360,2451;359,6750;0,122000;0,079800;0,0723;-0,0108;4;TRUE;-2,10373423424888051;-2,5282317745263740;13;0,00000000000000e+00;7,39875551538095;4,08925570865154e-01;8,94363670590959;-2,80561175003068008;35,19600000000000;59,076;15,121525441314899;4,07631424020981;7,452450544196920;12,4152388076185005;41,2;4,1452472498110904;55,06008058206930;40,565369900495497;69,5974483586932990;81,3;49,6;65,4;-0,12976412475109100;0,117444731295109003;0,034414675086736700;0,217905968427657998;-0,05848058313131330;0,596563041210175005;16802,40742569920;282320895,29919159;38,1;0,812;0,659344;62,50000000;4,9;3,8;8,93845536459407;"2001; 2008; 2019"
1535;MFI MonteCredit DOO Podgorica (former Agroinvest Montenegro);Montenegro;2013;Eastern Europe and Central Asia;NBFI;Monte Credit;2013-12-31;555;1999;1;115228;3;11714001,37;5711;0;0;0;5714;5714;0;0;8794597,26;8794597,260;0,00000;0,00;1539,13;0,2123;0,2124;1,0354;0,1906;0,0294;0,2637;602,5406;602,4054;0,133500;0,109000;0,0446;-0,1149;4;TRUE;-2,01365380114183301;-2,2164073967529938;14;0,00000000000000e+00;7,33897356038736;2,86647239407848e-01;8,65014941866486;3,44796578700294010;34,86300000000000;59,429;9,996709982890930;4,04305630277167;8,034662500695170;12,2101128457337005;39,0;2,2058926814118101;53,72863286305560;42,421599333941202;71,5616699044523017;87,5;49,6;65,2;-0,28688597679138200;0,152013048529624994;0,093567498028278406;0,178289785981178006;-0,03421438112854960;0,504595458507537953;17381,74868513010;302125187,35302198;37,9;0,817;0,667489;62,60000000;4,6;3,5;8,93845536459407;"2001; 2008; 2019"
1536;MFI MonteCredit DOO Podgorica (former Agroinvest Montenegro);Montenegro;2014;Eastern Europe and Central Asia;NBFI;Monte Credit;2014-12-31;555;1999;1;115228;1;10445215,76;3879;0;0;0;3879;3879;0;0;5782119,78;5782119,780;0,00000;0,00;1490,62;0,2056;0,2056;1,1956;0,1624;0,0018;0,2975;687,3490;687,1341;0,069800;0,058400;0,0342;-0,1561;4;TRUE;-2,66212126921381032;-2,8404393891479556;15;0,00000000000000e+00;7,30694824991911;5,91373692173956e-01;8,26333266743997;1,68499387988114990;34,52900000000000;62,548;10,818260572400000;3,88001811492567;8,099835681660840;11,8274124668973002;38,8;-0,7105140517102200;51,99056171828050;41,900545497667800;70,9542256304846006;87,5;49,6;68,2;-0,07514935731887820;0,292885899543761985;0,175064265727996993;0,160317093133926003;0,01426291372627020;0,219455271959305004;17674,63008669090;312392548,70135921;37,7;0,819;0,670761;63,60000000;4,9;3,2;8,93845536459407;"2001; 2008; 2019"
1537;MFI START;Kosovo;2012;Eastern Europe and Central Asia;NGO;START;2012-12-31;658;2002;1;101220;4;2941363,16;1496;0;0;0;1496;1496;0;0;2309825,00;2309825,000;0,00000;0,00;1544,00;0,4095;0,4095;0,4488;0,0539;0,0000;0,0765;155,2257;153,5199;0,106100;0,069400;0,0097;0,0077;4;TRUE;-2,24337323336219940;-2,6678684114693780;10;0,00000000000000e+00;7,34213216351805;2,41701369669321e-01;7,31055015853442;0,80567579155990598;NA;36,900;4,755029399468150;13,25279731781010;7,445457566109420;15,3414414866673994;29,0;2,4767378215653899;37,89658120424220;17,154500068064600;26,7278178479845998;81,3;46,1;76,2;-0,65335714817047097;-0,324519962072371992;-0,040483929216861697;-0,223774790763855008;-0,52674198150634799;-1,038502335548399991;8105,37493161373;65697102,78203228;28,1;NA;NA;NA;NA;NA;9,58191642587657;2008
1538;MFO Business Investment Group;Georgia;2013;Eastern Europe and Central Asia;NBFI;MFO BIG;2013-12-31;516;2008;1;165317;1;10184696,53;2134;0;0;0;2307;2307;0;0;9309332,95;9309332,950;0,00000;0,00;4035,25;1,2734;1,3766;1,2498;0,3313;0,0926;0,1496;670,0256;624,9171;0,040200;0,032800;0,0216;0,0390;4;TRUE;-3,21388828335716159;-3,4173267635920390;5;0,00000000000000e+00;8,30282473974783;8,98688134994497e-02;7,66575343186170;3,93364640763909001;43,31500000000000;72,837;6,088362421047420;9,51173534873798;8,616414449639951;11,3166701875009998;38,6;-0,5120584109471180;40,66505664236720;32,884993558235500;68,1118472394746988;93,8;73,7;99,9;0,46392515301704401;0,616263985633849987;0,725804984569550005;0,138814523816109009;0,00495237018913031;-0,441366165876388994;11740,08911633370;137829692,45945701;40,5;0,777;0,603729;72,20000000;6,4;6,3;9,26364364576551;"2008; 2009; 2014; 2018"
